※一般送配電事業者各社の公表データを元に作成しています,,,,,,,,,,,,
※四捨五入等の関係で合計が合わないことがあります,,,,,,,,,,,,
単位[MWh],,,,,,,,,,,,
月日,時刻,需要,原子力,地熱,水力,火力,バイオマス,風力実績,風力抑制量,太陽光実績,太陽光抑制量,揚水
2019/1/2,19時,100800.2,9143,228,6116,79034.9,1247.2,1580.1,0,0,0,3455
2019/1/2,20時,100486.5,9144,228,5623,79755,1245.9,1521.6,0,0,0,2967
2019/1/2,21時,98737.6,9149,230,4997,79114.3,1245.9,1487.4,0,0,0,2515
2019/1/2,22時,94988,9147,230,4104,77095.8,1235.9,1452.3,0,0,0,1731
2019/1/2,23時,93035.2,9147,230,3993,75960.1,1270.9,1423.2,0,0,0,1015
2019/1/3,0時,88644.7,9146,230,3640,72482.8,1277.9,1373,0,0,0,492
2019/1/3,1時,87144.1,9145,229,3555,71100.3,1274.9,1333.9,0,0,0,498
2019/1/3,2時,87904.6,9146,232,3871,71474.3,1273.9,1353.4,0,0,0,558
2019/1/3,3時,87898.3,9144,231,4429,70763.5,1278.9,1336.9,0,0,0,716
2019/1/3,4時,86670.8,9143,233,4294,70112.9,1277.9,1408,0,0,0,203
2019/1/3,5時,85573.7,9144,231,3639,70014.2,1276.9,1367.6,0,0,0,-102
2019/1/3,6時,87085.8,9145,232,3722,71477.6,1279.9,1324.3,0,0,0,-90
2019/1/3,7時,91365.1,9146,231,3801,73498.9,1226.9,1300.3,0,1393,0,765
2019/1/3,8時,96475.9,9143,229,3845,71094.3,1180.2,1227.6,0,8419.8,133,1339
2019/1/3,9時,95259.5,9145,233,3582,63133,1125.2,1298.2,0,15857.1,197,884
2019/1/3,10時,91241,9146,231,3145,56963.5,1085.2,1278.2,0,21292.1,329,-1895
2019/1/3,11時,87840.7,9147,231,3075,55002.9,1081.2,1362.2,0,23344.4,344,-5404
2019/1/3,12時,85631.5,9144,229,3030,54969.7,1086.2,1437.8,0,22647.8,321,-6914
2019/1/3,13時,84049,9145,230,3073,56186.1,1100.2,1428,0,19621.7,230,-6734
2019/1/3,14時,83993.9,9146,231,3203,57870.5,1122.2,1408.1,0,15352.1,117,-4340
2019/1/3,15時,86505.5,9144,233,3533,64139.9,1162.2,1312.5,0,8248.9,1,-1270
2019/1/3,16時,92789.2,9142,232,4757,74132.7,1207.2,1320.6,0,1710.7,0,293
2019/1/3,17時,102688.6,9137,232,6135,81389.9,1237.2,1289.2,0,32.3,0,3234
2019/1/3,18時,106018.3,9141,231,6470,83159.5,1252.2,1196.6,0,0,0,4567
2019/1/3,19時,105993.1,9145,232,6340,83223.1,1264.2,1161.8,0,0,0,4630
2019/1/3,20時,105193.2,9147,231,5748,82926.5,1263.9,1132.8,0,0,0,4749
2019/1/3,21時,102304.2,9144,231,4703,82483.9,1260.9,1077.4,0,0,0,3400
2019/1/3,22時,97272.4,9145,231,4353,79938.2,1238.9,984.3,0,0,0,1390
2019/1/3,23時,94402,9145,233,4165,78378.6,1264.9,937.5,0,0,0,272
2019/1/4,0時,89660.3,9146,230,3611,74597,1269.9,946.4,0,0,0,-131
2019/1/4,1時,88326.8,9147,231,3551,74327.1,1271.9,927.8,0,0,0,-1130
2019/1/4,2時,89243.4,9146,230,3777,75625.8,1268.9,1044.7,0,0,0,-1849
2019/1/4,3時,89370.9,9147,231,4147,76052.6,1264.9,1045.4,0,0,0,-2518
2019/1/4,4時,88625.5,9146,232,4142,75004.8,1268.9,1015.8,0,0,0,-2188
2019/1/4,5時,89378.6,9148,230,3987,74904.7,1268.9,1004,0,0,0,-1169
2019/1/4,6時,95760.3,9147,231,4262,80125,1268.9,860.4,0,0,0,-130
2019/1/4,7時,103404.5,9146,231,5088,83418.5,1217.9,847.5,0,1456.6,0,2003
2019/1/4,8時,110409.2,9149,230,5143,83439.7,1164.2,768.7,0,9179.6,0,1334
2019/1/4,9時,108931.3,9148,233,4554,76213.7,1115.2,735.4,0,17159,0,-233
2019/1/4,10時,103625.7,9148,229,4104,69103.7,1083.2,783.8,0,22986,0,-3809
2019/1/4,11時,99434.2,9148,226,3631,66538.6,1081.2,845.5,0,25637.9,0,-7676
2019/1/4,12時,96195.2,9148,229,3371,65803.2,1095.2,922.4,0,24633.4,0,-9003
2019/1/4,13時,95904.5,9146,229,3458,67461.8,1113.2,988.7,0,21315.8,0,-7807
2019/1/4,14時,95728.3,9147,230,3726,70255.9,1141.2,1010,0,15140.2,0,-4917
2019/1/4,15時,97738.5,9148,231,4496,75437.2,1185.2,1101.3,0,7318.8,0,-1173
2019/1/4,16時,103278.1,9148,231,6627,84162.8,1209.2,1047.6,0,1044.5,0,-187
2019/1/4,17時,111456.6,9138,227,7995,89445.6,1213.2,1013.5,0,13.3,0,2404
2019/1/4,18時,112616,9141,230,8253,89695.2,1210.2,1065.6,0,0,0,3026
2019/1/4,19時,110944.7,9142,230,7676,88969.3,1221.2,1096.2,0,0,0,2613
2019/1/4,20時,108452,9147,230,6462,88505.2,1211.9,994.9,0,0,0,1911
2019/1/4,21時,103875.5,9146,229,4966,86629.1,1201.9,993.5,0,0,0,702
2019/1/4,22時,98151.2,9147,231,3983,82352.7,1205.9,932.6,0,0,0,305
2019/1/4,23時,94365.5,9147,233,3699,79580.8,1242.9,977.8,0,0,0,-513
2019/1/5,0時,88960,9146,230,3488,75230.9,1252.9,1043.2,0,0,0,-1434
2019/1/5,1時,87478.8,9144,229,3612,73657.6,1249.9,1091.3,0,0,0,-1505
2019/1/5,2時,88407.7,9145,227,3760,73999.7,1242.9,1195.1,0,0,0,-1165
2019/1/5,3時,88867,9143,230,4269,73447.1,1243.9,1384,0,0,0,-842
2019/1/5,4時,88255.8,9148,228,4519,72600.9,1237.9,1477,0,0,0,-958
2019/1/5,5時,87801.5,9149,229,4074,72781,1234.9,1569.6,0,0,0,-1229
2019/1/5,6時,90625.7,9156,229,3930,75638.7,1231.9,1578.1,0,0,0,-1140
2019/1/5,7時,96355.9,9147,231,4146,79644.2,1193.9,1601.2,0,875.6,0,-482
2019/1/5,8時,105163,9147,230,4980,82243.4,1166.2,1682.2,0,5289.2,0,426
2019/1/5,9時,107837,9148,228,4670,80266.9,1115.2,1707.1,0,10369.8,0,332
2019/1/5,10時,105150.2,9147,229,3924,76132.9,1060.2,1701.1,0,13419,0,-457
2019/1/5,11時,102397,9146,227,3658,73911.3,1030.2,1718.8,0,14909.7,0,-2199
2019/1/5,12時,99141.7,9146,229,3464,72220,1032.2,1780.6,0,15893.9,0,-4622
2019/1/5,13時,97544.5,9146,230,3580,72217,1032.2,1820.4,0,14605.9,0,-5088
2019/1/5,14時,96834.2,9146,230,3619,72782.2,1025.2,1914.1,0,12246.7,0,-4127
2019/1/5,15時,97834.4,9146,232,4024,77574.2,1061.2,1926.6,0,6448.4,0,-2574
2019/1/5,16時,102222.5,9144,229,5366,84148.4,1077.2,1903,0,1142.9,0,-790
2019/1/5,17時,109864.9,9141,228,6715,89614.7,1077.2,1895.9,0,19.1,0,1174
2019/1/5,18時,111707.6,9146,230,7229,90334,1081.2,1829.4,0,0,0,1859
2019/1/5,19時,110616,9141,233,6697,89623.8,1083.2,1816,0,0,0,2026
2019/1/5,20時,108489.3,9144,230,5614,88768,1088.9,1750.4,0,0,0,1892
2019/1/5,21時,104247,9144,229,4720,86119.8,1084.9,1727.3,0,0,0,1216
2019/1/5,22時,99043.9,9144,230,3998,82196.9,1077.9,1593.1,0,0,0,806
2019/1/5,23時,95776.9,9145,227,3920,79794.1,1102.9,1500.9,0,0,0,90
2019/1/6,0時,91240,9146,230,3745,76052.8,1107.9,1441.3,0,0,0,-479
2019/1/6,1時,90258.3,9145,231,3778,75514,1108.9,1366.4,0,0,0,-891
2019/1/6,2時,91202.7,9146,230,4012,76823.4,1108.9,1317.4,0,0,0,-1430
2019/1/6,3時,91320.9,9147,228,4379,77143.5,1107.9,1256.5,0,0,0,-1941
2019/1/6,4時,90252.4,9148,230,4355,76855.6,1109.9,1294.9,0,0,0,-2741
2019/1/6,5時,88765,9145,225,3993,76046.3,1108.9,1279.8,0,0,0,-3037
2019/1/6,6時,89925.1,9147,230,3882,76333.1,1108.9,1359.1,0,0,0,-2130
2019/1/6,7時,94372.5,9146,228,4078,78647.8,1065.9,1290.9,0,1027.9,0,-1104
2019/1/6,8時,102299.8,9148,229,4423,80846.9,1004.2,1278.7,0,5584,0,-215
2019/1/6,9時,107479.7,9146,230,4189,81501.7,976.2,1279.4,0,9568.4,0,584
2019/1/6,10時,107688.1,9147,227,3725,78143.8,958.2,1327.9,0,15035.2,0,-875
2019/1/6,11時,102707.9,9148,225,3406,73042.2,958.2,1437.7,0,16721.8,0,-2224
2019/1/6,12時,100640.9,9146,231,3437,73023.1,961.2,1432.6,0,15500,0,-3092
2019/1/6,13時,99673.1,9148,230,3490,74036.9,978.2,1490.2,0,13252.8,0,-2951
2019/1/6,14時,98618.7,9147,228,3600,75760.1,997.2,1494.5,0,9811.9,0,-2419
2019/1/6,15時,99944.1,9148,230,3864,80568.4,1017.2,1450.2,0,5044.3,0,-1385
2019/1/6,16時,106151.7,9141,231,5111,87892.6,1029.2,1473.2,0,1369.7,0,-99
2019/1/6,17時,115588.3,9142,226,6862,95284.3,1032.2,1480.2,0,31.6,0,1533
2019/1/6,18時,118437.7,9144,230,7118,96995.7,1032.2,1449.8,0,0,0,2465
2019/1/6,19時,117355,9146,231,6733,96752.7,1036.2,1431.1,0,0,0,2022
2019/1/6,20時,115479.9,9147,228,5992,96335.6,1038.9,1410.4,0,0,0,1323
2019/1/6,21時,111390.8,9146,229,4916,94010.9,1039.9,1467,0,0,0,579
2019/1/6,22時,104295.3,9146,230,4355,87652.2,1074.9,1499.2,0,0,0,338
2019/1/6,23時,100327.2,9144,230,4167,83899.3,1107.9,1501,0,0,0,274
2019/1/7,0時,95270.2,9145,229,3741,79924.7,1104.9,1469.6,0,0,0,-347
2019/1/7,1時,94226.3,9146,229,3841,80245,1106.9,1462.4,0,0,0,-1800
2019/1/7,2時,95450.2,9146,228,4062,81593,1110.9,1396.3,0,0,0,-2085
2019/1/7,3時,96314,9146,229,4462,82353,1113.9,1337.1,0,0,0,-2325
2019/1/7,4時,96955.4,9146,229,4695,82391,1111.9,1239.5,0,0,0,-1862
2019/1/7,5時,100553.3,9145,227,4834,84768.6,1103.9,1124.8,0,0,0,-646
2019/1/7,6時,111634.6,9147,230,5294,94152.4,1097.9,1075.3,0,0,0,643
2019/1/7,7時,122006.3,9146,230,6123,101067.3,1065.9,1016.2,0,1384.9,0,1977
2019/1/7,8時,131141.2,9145,229,6275,102938.3,1050.2,929.1,0,8678.6,0,1901
2019/1/7,9時,133070.6,9149,228,5992,98495,1027.2,898.1,0,16444.3,0,842
2019/1/7,10時,128558.4,9146,229,4745,90408.9,1010.2,908.4,0,22047.9,0,59
2019/1/7,11時,125439.5,9149,225,4325,85659.4,1003.2,1003.2,0,24739.7,0,-659
2019/1/7,12時,117993.5,9146,225,4252,81181.4,1012.2,1098.1,0,24109.8,0,-3030
2019/1/7,13時,121523.4,9145,229,4453,86162.7,1015.2,1152.2,0,21232.3,0,-1862
2019/1/7,14時,121209.2,9144,229,4739,90270.4,1033.2,1142.1,0,16532.5,0,-1884
2019/1/7,15時,122087.8,9146,228,5356,96940.5,1068.2,1121.1,0,8974,0,-744
2019/1/7,16時,126994.9,9153,230,7418,104593.4,1087.2,1135,0,2033.3,0,1349
2019/1/7,17時,131991.1,9139,230,8845,108226,1094.2,1082,0,48.9,0,3321
2019/1/7,18時,132712.9,9140,231,9101,108940.6,1095.2,928.1,0,0,0,3283
2019/1/7,19時,129923.1,9155,228,8377,108073.9,1100.2,867,0,0,0,2124
2019/1/7,20時,126351.6,9155,228,6672,107278.7,1101.9,908,0,0,0,1016
2019/1/7,21時,121716.4,9156,230,5541,104240.5,1102.9,993,0,0,0,456
2019/1/7,22時,115728.3,9155,229,4735,99402.4,1061.9,970,0,0,0,175
2019/1/7,23時,110361.2,9155,229,4503,94434.3,1062.9,914,0,0,0,68
2019/1/8,0時,103890.9,9156,227,4294,89264,1059.9,928,0,0,0,-1041
2019/1/8,1時,102143.3,9156,222,4286,87839.4,1057.9,908,0,0,0,-1332
2019/1/8,2時,103301.1,9156,223,4550,88114.2,1058.9,902,0,0,0,-702
2019/1/8,3時,103808.7,9150,219,4715,88703.8,1059.9,954,0,0,0,-984
2019/1/8,4時,104056.9,9155,219,4665,88577,1065.9,1003,0,0,0,-623
2019/1/8,5時,107331.4,9157,219,5005,91107.5,1065.9,995,0,0,0,-225
2019/1/8,6時,118332.1,9154,219,5565,100950.2,1050.9,1044,0,0,0,348
2019/1/8,7時,126797,9158,216,5980,106386.9,1039.9,1093.2,0,1156,0,1774
2019/1/8,8時,135842.7,9156,219,6379,108282.1,1060.2,1088.3,0,6821.1,0,2838
2019/1/8,9時,137816.3,9156,218,5842,105955.6,1044.2,1047.2,0,12994.3,0,1556
2019/1/8,10時,132844.7,9160,216,4801,98357.8,1016.2,1123.4,0,18181.3,0,-17
2019/1/8,11時,129629.1,9157,217,4516,93732.6,1003.2,1211.2,0,20402.1,0,-609
2019/1/8,12時,121734.6,9157,216,4337,87730.8,1004.2,1314.7,0,20235.9,0,-2259
2019/1/8,13時,124129.2,9096,219,4538,90705.7,1006.2,1378.9,0,17948.4,0,-771
2019/1/8,14時,123391.7,9084,220,4798,93688.9,1023.2,1448.8,0,14036.8,0,-911
2019/1/8,15時,123720.8,9112,220,5492,99388.5,1053.2,1515.5,0,7299.6,0,-363
2019/1/8,16時,128327.8,9132,220,7457,106290,1061.2,1458.1,0,1525.5,0,1184
2019/1/8,17時,134021.6,9149,221,9253,109339.7,1062.2,1495.4,0,29.3,0,3474
2019/1/8,18時,134810.6,9151,218,9299,109881.9,1068.2,1533.5,0,0,0,3657
2019/1/8,19時,131168.4,9159,218,7912,108683.1,1072.2,1578.1,0,0,0,2539
2019/1/8,20時,126919.1,9155,219,6582,106949,1069.9,1618.2,0,0,0,1325
2019/1/8,21時,121741.8,9154,215,5410,103643.4,1067.9,1703.5,0,0,0,550
2019/1/8,22時,115553.9,9157,216,4597,98823.9,1013.9,1757.1,0,0,0,-9
2019/1/8,23時,109913.4,9159,217,4422,93958.4,999.9,1853.1,0,0,0,-693
2019/1/9,0時,103347.4,9154,219,4204,88911.3,1007.9,1991.2,0,0,0,-2134
2019/1/9,1時,101724.7,9106,222,4330,88613,1005.9,2106.8,0,0,0,-3654
2019/1/9,2時,103187.4,9094,225,4516,89734.4,1000.9,2269.1,0,0,0,-3653
2019/1/9,3時,104028.4,9119,221,4991,89754.1,999.9,2350.4,0,0,0,-3405
2019/1/9,4時,104342.9,9144,224,4923,89355.6,1001.9,2365.4,0,0,0,-2673
2019/1/9,5時,107486.6,9151,221,5019,90786.7,999.9,2359,0,0,0,-1045
2019/1/9,6時,118009.2,9155,223,5264,99978.8,997.9,2399.5,0,0,0,-7
2019/1/9,7時,126367.5,9154,224,5829,105614.8,1002.9,2295.9,0,1281.9,0,963
2019/1/9,8時,135580,9158,222,6072,107868.5,1021.2,2124.8,0,7470.5,0,1650
2019/1/9,9時,138031.6,9158,214,5778,105025.2,1007.2,2063.6,0,13929.6,0,854
2019/1/9,10時,133970.5,9158,212,4962,98114,985.2,1941.9,0,19132.4,0,-531
2019/1/9,11時,130436.6,9159,212,4802,93800.9,977.2,1893,0,21437.5,0,-1843
2019/1/9,12時,123241.3,9154,215,4438,88977.8,985.2,1926.3,0,21271,0,-3725
2019/1/9,13時,127223.4,9155,213,4657,93743.5,990.2,1878.4,0,18167.3,0,-1577
2019/1/9,14時,127717.4,9154,214,4860,97528.7,1006.2,1812.2,0,13689.3,0,-550
2019/1/9,15時,129651.4,9153,214,5796,104588.5,1036.2,1718.1,0,6894.6,0,252
2019/1/9,16時,135308,9154,215,7787,111538.7,1059.2,1693.3,0,1133.8,0,2731
2019/1/9,17時,141071.8,9150,218,9041,113567.4,1072.2,1650.4,0,23.8,0,6349
2019/1/9,18時,141141,9152,224,9292,113211.4,1070.2,1658.4,0,0,0,6542
2019/1/9,19時,137762.6,9151,224,8520,112535.8,1076.2,1654.6,0,0,0,4597
2019/1/9,20時,133902,9154,226,7168,111562.5,1080.9,1631.6,0,0,0,3086
2019/1/9,21時,128575.6,9154,221,5801,108961.5,1086.9,1598.2,0,0,0,1755
2019/1/9,22時,121804.8,9158,221,5060,103992.6,1051.9,1591.3,0,0,0,729
2019/1/9,23時,116391.2,9158,219,4751,99510.3,1051.9,1569,0,0,0,130
2019/1/10,0時,109708.1,9158,222,4446,93905.6,1054.9,1570.6,0,0,0,-649
2019/1/10,1時,107755.4,9159,220,4373,93699.1,1050.9,1549.4,0,0,0,-2295
2019/1/10,2時,108269.5,9157,220,4520,94856.2,1050.9,1469.4,0,0,0,-3002
2019/1/10,3時,108602.7,9158,220,4984,94624.4,1049.9,1521.4,0,0,0,-2954
2019/1/10,4時,108469.1,9157,219,5199,94345.9,1054.9,1453.3,0,0,0,-2952
2019/1/10,5時,111806.9,9158,221,5284,95943.9,1056.9,1364.1,0,0,0,-1220
2019/1/10,6時,123410.5,9157,220,5500,104579.5,1052.9,1328.1,0,0,0,1567
2019/1/10,7時,132338,9153,219,6192,108986.5,1048.9,1333.2,0,1036.4,0,4367
2019/1/10,8時,142163.2,9158,219,6932,110835,1056.2,1356.1,0,5136.9,0,7479
2019/1/10,9時,146051.3,9157,219,5967,110828.6,1035.2,1380.1,0,8247.4,0,9218
2019/1/10,10時,142496.9,9158,219,5069,108243.9,1013.2,1416.1,0,11655.7,0,5725
2019/1/10,11時,139996.5,9156,220,4766,106387.9,1002.2,1481.1,0,12548.3,0,4436
2019/1/10,12時,132564.2,9158,220,4425,104863.4,1008.2,1592.1,0,9522.5,0,1781
2019/1/10,13時,136045,9100,218,4448,107581.4,1003.2,1686.1,0,7235.3,0,4776
2019/1/10,14時,135407.8,9096,217,5069,108480.3,1001.2,1792.1,0,5329.2,0,4421
2019/1/10,15時,134937.2,9117,220,5565,110108.7,1038.2,1754.1,0,3138.2,0,3996
2019/1/10,16時,139518.7,9140,221,7121,112327.1,1057.2,1776.2,0,611.2,0,7257
2019/1/10,17時,143938.5,9150,220,9039,113370.5,1068.2,1886.4,0,19.4,0,9185
2019/1/10,18時,143190.8,9152,220,9165,112839,1097.2,1980.6,0,0,0,8744
2019/1/10,19時,138801.4,9153,220,8300,111274.5,1109.2,1984.7,0,0,0,6763
2019/1/10,20時,134085.3,9154,219,7036,110099.9,1113.9,2027.5,0,0,0,4436
2019/1/10,21時,128462,9157,219,5848,107717.4,1111.9,2082.7,0,0,0,2333
2019/1/10,22時,121566.2,9156,219,4933,103531.6,1064.9,2096.7,0,0,0,573
2019/1/10,23時,115301.1,9158,223,4604,100662.8,1059.9,2057.4,0,0,0,-2470
2019/1/11,0時,107828.8,9147,220,4289,98744.6,1056.9,2044.3,0,0,0,-7671
2019/1/11,1時,105289.7,9098,219,4329,99545.3,1053.9,2011.5,0,0,0,-10971
2019/1/11,2時,105707.5,9123,221,4491,100500,1049.9,1997.6,0,0,0,-11669
2019/1/11,3時,106187.9,9150,222,4816,101032.7,1053.9,1952.3,0,0,0,-12036
2019/1/11,4時,106305.7,9158,222,5002,100445.5,1056.9,1903.3,0,0,0,-11487
2019/1/11,5時,109128.3,9155,221,5238,100713,1057.9,1794.4,0,0,0,-9050
2019/1/11,6時,119153.7,9160,222,5560,103894.2,1050.9,1621.6,0,0,0,-2355
2019/1/11,7時,127023.9,9157,220,6733,105542.1,1040.9,1528.9,0,1105,0,1703
2019/1/11,8時,135011.4,9157,223,6803,107657.2,1033.2,1327.2,0,7527.8,0,1288
2019/1/11,9時,136496.8,9156,223,5702,103508.6,1001.2,1179,0,15110,0,617
2019/1/11,10時,131250.5,9157,223,4972,94245.5,980.2,1134.3,0,20714.5,0,-174
2019/1/11,11時,127482,9150,219,4547,90510.8,977.2,1151.7,0,23037.3,0,-2108
2019/1/11,12時,119653.8,9161,225,4223,86900.4,987.2,1185.4,0,21788.8,0,-4809
2019/1/11,13時,123261.5,9148,226,4265,90950.7,995.2,1286.2,0,18560.4,0,-2167
2019/1/11,14時,123290.7,9159,224,4562,93837.8,1020.2,1315.1,0,13721.6,0,-552
2019/1/11,15時,123724.2,9148,222,5536,99963.1,1061.2,1262.4,0,6636.5,0,-109
2019/1/11,16時,128602.1,9158,218,7293,107638.4,1095.2,1237.1,0,1054.4,0,905
2019/1/11,17時,133555.5,9154,224,8698,110143.5,1088.2,1228.9,0,18.9,0,3008
2019/1/11,18時,133481.3,9150,221,8946,109484.6,1081.2,1146.5,0,0,0,3448
2019/1/11,19時,129857.3,9155,221,8026,108207.1,1086.2,1148,0,0,0,2016
2019/1/11,20時,125798.2,9158,224,6877,106510.2,1083.9,1049.1,0,0,0,897
2019/1/11,21時,121422.4,9158,220,5473,103408.6,1093.9,1076.9,0,0,0,987
2019/1/11,22時,116323,9159,222,4789,99258.2,1054.9,1053.9,0,0,0,793
2019/1/11,23時,112083.2,9158,220,4523,95672.5,1088.9,1043.8,0,0,0,384
2019/1/12,0時,105797.5,9160,221,4027,90566.5,1126.9,1073.1,0,0,0,-383
2019/1/12,1時,103656.5,9157,220,4183,89406.1,1123.9,1051.5,0,0,0,-1490
2019/1/12,2時,103708.2,9159,219,4312,89829.6,1122.9,994.7,0,0,0,-1933
2019/1/12,3時,103645.8,9160,220,4528,89551.5,1126.9,951.4,0,0,0,-1886
2019/1/12,4時,102534.7,9157,220,4578,88771.4,1129.9,921.4,0,0,0,-2239
2019/1/12,5時,102021.4,9160,222,4516,88498.2,1130.9,829.3,0,0,0,-2334
2019/1/12,6時,105736.8,9160,220,4455,90503.7,1127.9,780.2,0,0,0,-509
2019/1/12,7時,112211,9158,217,4927,94697.3,1077.9,726.2,0,874.6,0,533
2019/1/12,8時,122835,9160,220,5602,99859.3,1040.2,612,0,4500.5,0,1842
2019/1/12,9時,127600.1,9159,218,5400,100338.6,1006.2,555.3,0,8099,0,2827
2019/1/12,10時,125978,9158,221,4786,97800,977.2,512.9,0,10511.9,0,2020
2019/1/12,11時,123408.3,9159,219,4342,95874.5,942.2,482,0,11247.6,0,1141
2019/1/12,12時,118463.8,9158,217,3682,93240.3,985.2,478.8,0,11105.5,0,-403
2019/1/12,13時,118172.9,9160,220,3746,93919.3,1002.2,462,0,10383.4,0,-724
2019/1/12,14時,116362.9,9158,220,3858,95712.1,1024.2,441.9,0,7330.7,0,-1378
2019/1/12,15時,116020,9161,222,4347,97654.2,1064.2,427.6,0,3716,0,-576
2019/1/12,16時,119381.8,9154,223,5633,100654.3,1080.2,404.7,0,957.6,0,1282
2019/1/12,17時,123391.6,9154,221,6833,102807.5,1098.2,444.6,0,31.3,0,2806
2019/1/12,18時,123685.8,9159,221,7095,103014.3,1095.2,432.3,0,0,0,2670
2019/1/12,19時,121030.1,9152,222,6450,100994.8,1108.2,440.1,0,0,0,2659
2019/1/12,20時,117826.7,9155,221,6152,99313.5,1113.9,411.3,0,0,0,1458
2019/1/12,21時,113358.5,9157,222,5228,96728.6,1110.9,410,0,0,0,507
2019/1/12,22時,107244.4,9149,220,4388,91818.5,1071.9,419,0,0,0,179
2019/1/12,23時,103620.9,9160,219,4170,88340.2,1091.9,442.8,0,0,0,200
2019/1/13,0時,98375.1,9161,220,3956,84716.1,1123.9,412.1,0,0,0,-1214
